Symbol,Name,Open,Last,Prev_Open,Prev_Last,Open_2D_Ago,Last_2D_Ago,20D_MA,Volume,Industry,Sector
MRU.TO,Metro Inc,70.1,69.51,68.74,69.87,68.24,68.6,68.88,50101,N/L,Consumer Staples
MBX.TO,Microbix J,0.55,0.57,0.57,0.57,0.54,0.57,0.51,6759,N/L,Medical
MSFT.NE,Microsoft Canadian Depositary Receipts [Cad Hedg,21,21.1,20.38,20.65,19.93,20.18,20.274,21014,N/L,N/A
RA-UN.TO,Middlefield Global Real Asset Fund,9.06,9.01,8.99,9.14,8.93,8.95,8.71,12100,N/L,N/A
MMA.VN,Midnight Sun Mining Corp,0.18,0.18,0.175,0.17,0.18,0.175,0.184,5500,N/L,Basic Materials
MPM.VN,Millennial Precious Metals Corp,0.41,0.42,0.425,0.41,0.425,0.42,0.459,14501,N/L,Basic Materials
MRO.VN,Millrock Resources Inc,0.045,0.045,0.05,0.05,0.045,0.045,0.054,45629,N/L,N/A
MIM.VN,Mimedia Holdings Inc,0.195,0.195,0.195,0.2,0.18,0.195,0.207,38000,N/L,N/A
MGG.VN,Minaurum Gold Inc,0.245,0.245,0.25,0.24,0.245,0.25,0.245,22346,N/L,Basic Materials
MSV.TO,Minco Silver Corp,0.24,0.23,0.235,0.235,0.23,0.23,0.2567,34500,N/L,N/A
MCUR.CN,Mind Cure Health Inc,0.07,0.07,0.07,0.07,0.065,0.07,0.071,5350,N/L,N/A
MMED-WT.NE,Mind Medicine [Mindmed] Inc WT,0.15,0.1,0.04,0.15,0.1,0.04,0.195,13016,N/L,N/A
MMED-WR.NE,Mind Medicine [Mindmed] Inc WT,0.1,0.1,0.01,0.01,0.245,0.01,0.174,9020,N/L,N/A
MMED.NE,Mind Medicine Inc,1.12,1.11,1.04,1.09,1,1.02,1.038,206432,N/L,N/A
MMED-WS.NE,Mind Medicine WT,0.35,0.33,0.71,0.71,0.71,0.71,0.691,10000,N/L,N/A
MAI.VN,Minera Alamos Inc,0.58,0.58,0.59,0.58,0.59,0.59,0.581,52100,N/L,Basic Materials
MIRL.CN,Minera Irl Ltd,0.085,0.085,0.095,0.095,0.095,0.095,0.091,25000,N/L,N/A
MHI.VN,Mineral Hill Industries Ltd,0.13,0.14,0.17,0.16,0.17,0.17,0,17466,N/L,N/A
MMV.VN,Mineral Mountain Resources Ltd,0.075,0.075,0.075,0.075,0.08,0.075,0.083,25000,N/L,Basic Materials
MVAI.VN,Minerva Intelligence Inc,0.07,0.065,0.075,0.07,0.075,0.075,0.07,17000,N/L,Computers and Technology
MINK-P.VN,Mink Ventures Corporation,0.08,0.08,0.085,0.09,0.095,0.1,0,80000,N/L,N/A
MI-UN.TO,Minto Apartment REIT,18.87,18.55,18.3,18.6,18.76,18.24,18.38,19655,N/L,Finance
MRS.VN,Mission Ready Solutions Inc,0.22,0.22,0.215,0.22,0.21,0.21,0.217,6855,N/L,Aerospace
MIS.CN,Mistango River Resources Inc,0.085,0.08,0.07,0.08,0.075,0.075,0.07,61000,N/L,N/A
MKA.VN,Mkango Resources Ltd,0.35,0.36,0.345,0.345,0.35,0.35,0.322,74500,N/L,Basic Materials
MEAT.CN,Modern Plant Based Foods Inc,0.58,0.56,0.57,0.54,0.57,0.55,0.554,45857,N/L,N/A
MOGO.TO,Mogo Inc,1.58,1.8,1.49,1.53,1.41,1.44,1.81,198486,N/L,Computers and Technology
GBAR.TO,Monarch Mining Corp,0.5,0.495,0.5,0.5,0.49,0.49,0.5125,85473,N/L,N/A
ME.TO,Moneta Gold Inc,2.19,2.2,2.2,2.19,2.24,2.2,2.28,40461,N/L,Basic Materials
YAK.VN,Mongolia Growth Group Ltd,1.7,1.7,1.7,1.65,1.63,1.63,1.713,11040,N/L,Consumer Discretionary
MMY.VN,Monument Mining Ltd,0.11,0.11,0.105,0.115,0.11,0.11,0.101,10499,N/L,Basic Materials
MVY.VN,Moovly Media Inc,0.08,0.08,0.07,0.075,0.065,0.07,0.07,48000,N/L,Computers and Technology
MRG-DB-A.TO,Morguard Na REIT 4.50 Pct Debs,99.51,99.51,100,100,100,100,99.87,10000,N/L,N/A
MRG-UN.TO,Morguard Na Residential REIT Units,17.75,17.72,17.68,17.71,17.75,17.7,17.72,7921,N/L,Finance
MRT-DB-A.TO,Morguard REIT 5.25 Pct Debs,98,98,98.43,98,98.5,97.5,98.36,2014000,N/L,N/A
MRT-UN.TO,Morguard Un,5.33,5.35,5.29,5.3,5.26,5.21,5.25,10604,N/L,Finance
MOC.CN,Mosaic Minerals Corp,0.08,0.09,0.085,0.085,0.085,0.085,0.09,11000,N/L,N/A
MTB.VN,Mountain Boy Minerals Ltd,0.125,0.125,0.13,0.13,0.125,0.13,0.139,5350,N/L,N/A
MVMD.CN,Mountain Valley MD Holdings Inc,0.095,0.09,0.1,0.095,0.1,0.1,0.102,444355,N/L,N/A
MTY.TO,Mty Food Group Inc,52.26,52.17,49.98,51.61,49.74,49.66,51,7506,N/L,Consumer Discretionary
MTL.TO,Mullen Group Ltd,12.42,12.42,12.48,12.4,12.22,12.46,12.42,68030,N/L,Transportation
CBNK.TO,Mulvihill Canadian Bank Enhanced Yield E,8.97,9.02,8.73,8.73,8.72,8.73,0,6800,N/L,N/A
MUN.VN,Mundoro Capital Inc,0.185,0.2,0.18,0.19,0.19,0.19,0.186,336482,N/L,Basic Materials
MUR.VN,Murchison Minerals Ltd,0.105,0.105,0.095,0.095,0.1,0.1,0.099,15000,N/L,Basic Materials
MUSK.CN,Musk Metals Corp,0.05,0.05,0.055,0.05,0.055,0.05,0.055,52250,N/L,N/A
MGRO.CN,Mustgrow Biologics Corp,3.04,3.07,3.02,3.05,2.98,3.03,3.033,5450,N/L,N/A
MUZU.CN,Muzhu Mining Ltd.,0.12,0.125,0.11,0.12,0.11,0.12,0.115,25500,N/L,N/A
MYCO.NE,Mydecine Innovations Group Inc,1.03,1,0.85,1.02,0.95,0.85,1.22,6877,N/L,N/A
MYND.CN,Mynd Life Sciences Inc,0.075,0.07,0.09,0.09,0.1,0.08,0.104,47000,N/L,N/A
MEAL.CN,Nabati Foods Global Inc.,0.05,0.05,0.06,0.055,0.065,0.06,0.064,66595,N/L,N/A
CTZ.VN,Namsys Inc,0.6,0.57,0.62,0.62,0.61,0.64,0.669,30500,N/L,Computers and Technology
NSCI.VN,Nanalysis Scientific Corp,1.26,1.27,1.31,1.24,1.3,1.32,1.11,45123,N/L,Industrial Products
NANO.TO,Nano One Materials Corp,2.27,2.36,2.2,2.13,2.45,2.24,1.7,242240,N/L,Basic Materials
GRA.TO,Nanoxplore Inc,3.69,4.09,3.01,3.25,3.09,3,3.07,537391,N/L,Basic Materials
NVG.CN,Nass Valley Gateway Ltd,0.075,0.075,0.075,0.075,0.075,0.075,0.065,10000,N/L,N/A
NATN.CN,Nation Gold Corp,0.09,0.09,0.095,0.09,0.09,0.08,0.106,12000,N/L,N/A
NA.TO,National Bank of Canada,97.7,97.57,96.2,97.1,94.98,94.88,92.06,163649,N/L,Finance
NA-PR-E.TO,National Bank Pref Series 40,23.84,23.84,23.85,23.84,23.74,23.82,23.4,335,N/L,N/A
NA-PR-G.TO,National Bank Pref Series 42,24.8,24.85,24.79,24.95,24.7,24.7,24.14,6100,N/L,N/A
NBLY.TO,Neighbourly Pharmacy Inc,24.45,24.67,24.7,24.45,24.6,24.5,25.01,5043,N/L,Medical
NBM.VN,NEO Battery Materials,0.31,0.315,0.315,0.31,0.305,0.31,0.345,101194,N/L,Basic Materials
NEO.TO,NEO Performance Materials Inc,12.91,13,12.8,12.84,12.43,12.73,12.67,24606,N/L,Basic Materials
NPRA.CN,Nepra Foods Inc.,0.18,0.18,0.2,0.19,0.22,0.2,0.218,46012,N/L,N/A
NDA.VN,Neptune Digital Assets Corp,0.27,0.285,0.255,0.27,0.26,0.26,0.308,79821,N/L,Finance
NEPT.TO,Neptune Wellness Solutions Inc,0.205,0.21,0.2,0.2,0.205,0.205,0.2017,13230,N/L,Medical
NERD.CN,Nerds On Site Inc,0.085,0.095,0.085,0.08,0.08,0.08,0.072,50323,N/L,N/A
NFLX.NE,Netflix Cdr [Cad Hedged],8,8.19,7.91,7.92,7.65,7.79,7.604,16270,N/L,N/A
NTE.VN,Network Media Group Inc,0.08,0.08,0.08,0.08,0.085,0.08,0.093,46200,N/L,N/A
NCU.TO,Nevada Copper Corp,0.48,0.55,0.48,0.485,0.48,0.49,0.5113,364257,N/L,Basic Materials
NGE.VN,Nevada Exploration Inc,0.065,0.065,0.055,0.06,0.06,0.06,0.066,6298,N/L,Basic Materials
NKG.VN,Nevada King Gold Corp,0.425,0.425,0.425,0.425,0.435,0.43,0.441,33651,N/L,Basic Materials
NSC.VN,Nevada Silver Corp,0.275,0.27,0.275,0.26,0.255,0.27,0.275,10000,N/L,Basic Materials
NEV.VN,Nevada Sunrise Gold Corp,0.24,0.24,0.27,0.26,0.24,0.25,0.173,163722,N/L,Basic Materials
NZN.VN,Nevada Zinc Corp,0.095,0.095,0.095,0.095,0.09,0.09,0.095,2500,N/L,Basic Materials
NAM.VN,New Age Metals Inc,0.08,0.08,0.075,0.075,0.08,0.08,0.082,13632,N/L,Basic Materials
NED.VN,New Destiny Mining Corp,0.05,0.05,0.05,0.05,0.045,0.045,0.044,1000,N/L,Basic Materials
NFG.VN,New Found Gold Corp,7.19,7.3,7.2,7.19,7.34,7.18,7.571,44673,N/L,Basic Materials
NGD.TO,New Gold Inc,1.69,1.69,1.76,1.68,1.73,1.75,1.71,124422,N/L,Basic Materials
NUAG.TO,New Pacific Metals Corp,4.15,4.03,4.09,4,3.98,4.04,3.98,6822,N/L,N/A
NSE.VN,New Stratus Energy Inc,0.97,0.95,1.04,0.96,1.06,1.02,0.817,31915,N/L,Oils-Energy
NZ.VN,New Zealand Energy Corp,0.125,0.14,0.145,0.125,0.145,0.13,0.142,6700,N/L,Oils-Energy
NCAU.VN,Newcore Gold Ltd,0.38,0.405,0.39,0.38,0.385,0.4,0.405,85000,N/L,Basic Materials
NCM.TO,Newcrest Mining Ltd,21.3,22.5,22.5,22.35,23.74,22.81,22.97,10755,N/L,N/A
NEWD.CN,Newfoundland Discovery Corp,0.17,0.165,0.165,0.165,0.165,0.17,0.195,43640,N/L,N/A
LUX.CN,Newlox Gold Ventures Corp,0.175,0.18,0.185,0.175,0.18,0.175,0.182,58675,N/L,N/A
NEWO.VN,Neworigin Gold Corp,0.09,0.09,0.09,0.085,0.095,0.09,0.102,9000,N/L,Basic Materials
NWX.VN,Newport Exloration Ltd,0.45,0.45,0.455,0.45,0.45,0.45,0.456,43691,N/L,Basic Materials
NEXE.VN,Nexe Innovations Inc,0.375,0.36,0.37,0.36,0.36,0.37,0.387,21260,N/L,Basic Materials
NXE.TO,Nexgen Energy Ltd,6.25,6.31,6.07,6.2,5.84,6.05,5.78,401472,N/L,N/A
NXJ.TO,Nexj Systems Inc,0.45,0.45,0.445,0.445,0.445,0.445,0.5267,22105,N/L,Computers and Technology
NXO.VN,Nexoptic Technology Corp,0.19,0.19,0.195,0.185,0.185,0.195,0.203,63182,N/L,Industrial Products
NXH.VN,Next Hydrogen Solutions Inc,1.95,2.05,1.79,1.85,1.68,1.78,1.752,16633,N/L,N/A
NTAR.CN,Nextech AR Solutions Corp,0.58,0.53,0.445,0.56,0.405,0.4,0.57,21736,N/L,N/A
OILS.CN,Nextleaf Solutions Ltd,0.1,0.1,0.1,0.105,0.095,0.1,0.113,136500,N/L,N/A
NEXT.TO,Nextsource Materials Inc,2.33,2.41,2.36,2.31,2.32,2.37,2.59,46393,N/L,Basic Materials
NXR-UN.TO,Nexus Real Estate Investment Trust,11.29,11.22,10.99,11.25,10.99,10.99,11.38,52730,N/L,Finance
NFI-DB.TO,Nfi Group Inc 5 Pct Debs,86,85.7,85.95,85.5,84.54,84.75,84.27,20000,N/L,N/A
NFI.TO,Nfi Group Inc.,13.01,12.89,13.14,12.81,13.19,13.09,12.56,94892,N/L,Auto-Tires-Trucks
NFT.NE,Nft Technologies Inc,0.55,0.6,0.335,0.5,0.3,0.31,0,370453,N/L,N/A
GASX.VN,Ng Energy Intl Corp,1.17,1.17,1.2,1.17,1.22,1.13,1.058,17940,N/L,Oils-Energy
NGEX.VN,Ngex Minerals Ltd,2.94,2.86,3.02,2.88,3.2,3.05,2.824,125346,N/L,Basic Materials
NCP.TO,Nickel Creek Platinum Corp,0.08,0.08,0.085,0.085,0.08,0.085,0.0803,7563,N/L,N/A
NNX.VN,Nickel North Exploration Corp,0.05,0.05,0.04,0.05,0.045,0.045,0.049,16051,N/L,N/A
NICL.VN,Nickel Rock Resources Inc,0.095,0.09,0.095,0.09,0.09,0.095,0.098,139241,N/L,Basic Materials
NIM.VN,Nicola Mining Inc,0.085,0.085,0.08,0.08,0.08,0.08,0.088,70000,N/L,Basic Materials
NHK.TO,Nighthawk Gold Corp,0.56,0.56,0.56,0.59,0.54,0.55,0.53,5900,N/L,Basic Materials
NHK-WT.TO,Nighthawk Gold Corp Wts,0.05,0.05,0.05,0.05,0.04,0.04,0,42000,N/L,N/A
NINE.CN,Nine Mile Metals Inc,0.185,0.19,0.14,0.185,0.15,0.135,0.115,292916,N/L,N/A
NBY.VN,Niobay Metals Inc,0.15,0.15,0.15,0.15,0.155,0.15,0.169,54000,N/L,Basic Materials
NIO.VN,Niocan Inc,0.075,0.075,0.075,0.075,0.075,0.075,0.075,26500,N/L,Basic Materials
NB.TO,Niocorp Developments Ltd,1.12,1.16,1.16,1.1,1.26,1.18,1.01,27811,N/L,Basic Materials
NIRV.CN,Nirvana Life Sciences Inc.,0.38,0.38,0.34,0.37,0.32,0.33,0.449,13000,N/L,N/A
NBLC.VN,Nobel Resources Corp,0.095,0.09,0.095,0.1,0.08,0.09,0.107,19810,N/L,Basic Materials
NOB.VN,Noble Mineral Exploration Inc,0.06,0.06,0.065,0.065,0.06,0.065,0.072,25000,N/L,Basic Materials
NSR.TO,Nomad Royalty Company Ltd,9.75,10,10,10.07,10.09,9.99,9.95,21806,N/L,N/A
NRM.VN,Noram Lithium Corp,0.72,0.72,0.73,0.71,0.73,0.7,0.697,10200,N/L,Basic Materials
NOCR.VN,Norden Crown Metals Corp,0.065,0.065,0.07,0.07,0.065,0.07,0.079,16350,N/L,Basic Materials
NORR.VN,Norrland Gold Corp,0.1,0.1,0.08,0.08,0.085,0.08,0.129,12000,N/L,N/A
VKG-H.VN,Norse Gold Corp,0.05,0.05,0.05,0.05,0.05,0.05,0.06,30000,N/L,N/A
NOC.VN,Norseman Silver Inc,0.175,0.175,0.195,0.19,0.18,0.18,0.197,64000,N/L,N/A
NOM.CN,Norsemont Mining Inc,0.7,0.68,0.7,0.7,0.68,0.68,0.7,8500,N/L,N/A
NOA.TO,North American Construction Group Ltd,16.65,16.68,16.3,16.34,16.27,16.23,15.8,54575,N/L,Oils-Energy
FFN-PR-A.TO,North American Fin 15 Split Corp Pref,9.82,9.82,9.82,9.85,9.64,9.81,9.68,9154,N/L,N/A
FFN.TO,North American Financial 15 Split Corp,6.11,6.15,6.01,6.11,5.71,6.01,6.08,148777,N/L,Finance
NAR.VN,North Arrow Minerals Inc,0.105,0.1,0.11,0.11,0.11,0.11,0.111,10499,N/L,N/A
NPR.VN,North Peak Resources Ltd,0.9,0.9,0.96,0.96,1.03,1.03,1.349,1049,N/L,Basic Materials
NDM.TO,Northern Dynasty Minerals Ltd,0.385,0.385,0.385,0.38,0.385,0.38,0.3995,8497,N/L,Basic Materials
NGC.VN,Northern Graphite Corp,0.63,0.6,0.63,0.63,0.65,0.63,0.692,17283,N/L,Basic Materials
NLR.CN,Northern Lights Resources Corp,0.07,0.075,0.06,0.06,0.055,0.06,0.103,63401,N/L,N/A
NCX.VN,Northisle Copper and Gold Inc,0.28,0.265,0.29,0.28,0.295,0.27,0.296,10675,N/L,Basic Materials
NPI.TO,Northland Power Inc,38.76,38.76,39.59,38.83,38.93,39.51,38.74,118089,N/L,N/A
ROOF.VN,Northstar Clean Technologies Inc,0.21,0.21,0.195,0.205,0.195,0.2,0.205,7500,N/L,Industrial Products
NSG.CN,Northstar Gold Corp,0.14,0.14,0.15,0.14,0.15,0.15,0.155,11228,N/L,N/A
NWH-UN.TO,Northwest Healthcare Prop REIT,13.2,13.21,13.07,13.15,13.05,13.04,12.86,155847,N/L,Finance
NOU.VN,Nouveau Monde Graphite Inc,7.11,7.18,6.92,7.1,7.01,6.9,7.203,11773,N/L,Basic Materials
NOVC.TO,Nova Cannabis Inc,1.1,1.04,1.14,1.05,1.18,1.17,1.4,8633,N/L,Medical
NLH.VN,Nova Leap Health Corp,0.41,0.42,0.42,0.39,0.44,0.41,0.479,6049,N/L,Medical
NOVA.CN,Nova Mentis Life Science Corp,0.09,0.085,0.09,0.09,0.1,0.095,0.089,58439,N/L,N/A
NOVR.VN,Nova Royalty Corp,2.06,2.12,2.14,2.13,2.17,2.16,2.194,23553,N/L,Basic Materials
NG.TO,Novagold Res Inc,7.35,7.38,7.38,7.34,7.29,7.29,7.35,18658,N/L,Basic Materials
NVO.TO,Novo Resources Corp,0.7,0.71,0.7,0.72,0.71,0.71,0.79,138467,N/L,Basic Materials
NVO-WT.TO,Novo Resources Corp WT,0.105,0.1,0.1,0.1,0.12,0.12,0.1975,12550,N/L,N/A
NOW.VN,Nowvertical Group Inc,0.7,0.73,0.66,0.67,0.6,0.61,0.559,90966,N/L,Computers and Technology
NOW-WT.VN,Nowvertical Group Inc,0.15,0.15,0.15,0.15,0.12,0.12,0.183,11000,N/L,N/A
NSJ.CN,Nsj Gold Corp,0.15,0.15,0.15,0.15,0.16,0.15,0.132,15500,N/L,N/A
NBVA.VN,Nubeva Technologies Ltd,0.9,0.96,0.92,0.94,0.93,0.93,0.974,11240,N/L,Computers and Technology
NBR.VN,Nubian Resources Ltd,0.1,0.1,0.095,0.095,0.095,0.105,0.109,53000,N/L,Basic Materials
NGMD.VN,Nugen Medical Devices Inc,0.15,0.155,0.17,0.16,0.17,0.17,0.182,10677,N/L,Medical
NUG.VN,Nulegacy Gold Coporation,0.055,0.055,0.055,0.055,0.055,0.055,0.059,55360,N/L,Basic Materials
NUMI.TO,Numinus Wellness Inc,0.38,0.39,0.385,0.375,0.39,0.38,0.3988,46967,N/L,N/A
NVEI.TO,Nuvei Corp,66.94,67.24,65.65,65.39,59,65.07,62.39,63020,N/L,Computers and Technology
NVA.TO,Nuvista Energy Ltd,13,13.19,12.64,12.99,12.9,12.71,12.07,241372,N/L,Oils-Energy
MRV.TO,Nuvo Pharmaceuticals Inc,0.89,0.78,0.88,0.8,0.8,0.8,1.02,11300,N/L,Medical
NVX.VN,NV Gold Corp,0.095,0.09,0.09,0.095,0.09,0.09,0.105,20300,N/L,Basic Materials
NVDA.NE,Nvidia Cdr (Cad Hedged),19.02,18.89,17.94,18.47,15.82,17.54,17.6,15509,N/L,N/A
OBE.TO,Obsidian Energy Ltd,12,12.36,11.43,12.04,11.45,11.46,10.37,140813,N/L,Oils-Energy
OGC.TO,Oceanagold Corp,2.96,2.965,3.11,2.97,3,3.09,2.92,74849,N/L,Basic Materials
OTC.VN,Ocumetics Technology Corp,0.3,0.29,0.295,0.295,0.29,0.295,0.281,70900,N/L,Medical
ODD.VN,Odd Burger Corp,0.36,0.385,0.35,0.37,0.34,0.35,0.376,11943,N/L,Consumer Discretionary
OMG.VN,Omai Gold Mines Corp,0.08,0.08,0.08,0.085,0.085,0.08,0.089,25001,N/L,Basic Materials
OMM.VN,Omineca Mining and Metals Ltd,0.13,0.13,0.145,0.135,0.145,0.145,0.14,7000,N/L,Basic Materials
ONC.TO,Oncolytics Bio,1.49,1.45,1.47,1.45,1.34,1.4,1.53,6870,N/L,Medical
OWLI.CN,One World Lithium Inc,0.05,0.05,0.045,0.05,0.045,0.045,0.045,63000,N/L,N/A
OSS.VN,Onesoft Solutions Inc,0.34,0.34,0.36,0.33,0.35,0.35,0.335,5748,N/L,Computers and Technology
ONEX.TO,Onex Corp,75.74,75.69,74.34,75.29,73.01,74.04,73.76,20520,N/L,Finance
OPW.VN,Opawica Explorations Inc,0.23,0.235,0.21,0.22,0.21,0.21,0.238,21200,N/L,Basic Materials
OTEX.TO,Open Text Corp,50.79,51.03,50.06,50.44,49.28,49.73,49.25,55316,N/L,Computers and Technology
OPHR.VN,Ophir Gold Corp,0.065,0.07,0.055,0.06,0.075,0.06,0.069,92284,N/L,Basic Materials
OPS.TO,Opsens Inc,2.02,2.12,2.11,2.02,2.15,2.1,1.87,9911,N/L,Medical
OPTI.CN,Optimi Health Corp,0.33,0.345,0.24,0.28,0.225,0.23,0.261,414425,N/L,N/A
OPV.VN,Optimum Ventures Ltd,0.36,0.36,0.34,0.33,0.365,0.365,0.435,11500,N/L,Basic Materials
OG.VN,Oragin Foods Inc,0.2,0.2,0.205,0.2,0.195,0.2,0.218,52497,N/L,Consumer Staples
OGD.TO,Orbit Garant Drilling Inc,0.75,0.75,0.74,0.75,0.6,0.78,0.83,9520,N/L,Basic Materials
OREA.TO,Orea Mining Corp,0.065,0.065,0.06,0.06,0.06,0.055,0.0655,8500,N/L,N/A
ORE-WT.TO,Orezone Gold Corp WT,0.61,0.58,0.58,0.56,0.58,0.58,0.61,11000,N/L,N/A
ORM.VN,Orford Mining Corp,0.1,0.1,0.11,0.1,0.11,0.105,0.106,87560,N/L,Basic Materials
OGI.TO,Organigram Holdings Inc,1.49,1.48,1.5,1.46,1.47,1.55,1.62,70854,N/L,Medical
OGO.VN,Organto Foods Inc,0.14,0.14,0.135,0.135,0.125,0.12,0.133,16200,N/L,Industrial Products
ORGN.CN,Origen Resources Inc,0.22,0.22,0.22,0.22,0.22,0.22,0.21,220000,N/L,N/A
OLA.TO,Orla Mining Ltd,5.13,5.12,5.22,5.12,5.14,5.18,5.26,30090,N/L,Basic Materials
OCO.VN,Oroco Resource Corp,1.29,1.28,1.3,1.27,1.25,1.27,1.36,35275,N/L,Basic Materials
OGN.VN,Orogen Royalties Inc,0.42,0.42,0.425,0.4,0.42,0.405,0.413,50000,N/L,Basic Materials
ORTH.CN,Ortho Regenerative Technologies Inc,0.195,0.19,0.195,0.195,0.2,0.2,0.219,243500,N/L,N/A
OSI.VN,Osino Resources Corp,1.12,1.13,1.1,1.12,1.11,1.13,1.086,6200,N/L,Basic Materials
ODV.VN,Osisko Development Corp,9.03,9.07,9.6,9.1,9.81,9.6,10.815,13768,N/L,Basic Materials
ODV-WT.VN,Osisko Development Corp Wts,0.38,0.35,0.37,0.37,0.36,0.36,0.526,36850,N/L,N/A
OR.TO,Osisko Gold Royalties Ltd,14.87,14.74,14.87,14.8,14.74,14.76,14.8,49650,N/L,Basic Materials
OR-DB.TO,Osisko Gold Royalties Ltd 4.00 Pct Debs,99.5,99.75,99.75,99.75,99.75,99.75,99.89,50000,N/L,N/A
OM.VN,Osisko Metals Incorporated,0.445,0.47,0.435,0.45,0.435,0.45,0.463,31910,N/L,Basic Materials
OSK.TO,Osisko Mining Inc,3.81,3.78,3.82,3.8,3.78,3.77,3.82,70615,N/L,Basic Materials
OCG.VN,Outcrop Silver & Gold Corp,0.14,0.14,0.14,0.14,0.145,0.145,0.152,47000,N/L,N/A
OAM.VN,Overactive Media Corp,0.87,0.88,0.83,0.88,0.74,0.82,0.893,7226,N/L,N/A
OVV.TO,Ovintiv Inc,72,73.09,68.02,71.9,66.52,68.69,63.86,74656,N/L,Oils-Energy
PGLD.VN,P2 Gold Inc,0.47,0.45,0.44,0.46,0.43,0.43,0.512,23000,N/L,N/A
PEX.VN,Pacific Ridge Exploration Ltd,0.345,0.365,0.34,0.34,0.34,0.345,0.363,28644,N/L,N/A
PDM.VN,Palladium One Mining Inc,0.18,0.175,0.175,0.175,0.175,0.175,0.182,57450,N/L,Basic Materials
PAAS.TO,Pan American Silver Corp,29.05,28.66,29.34,28.89,28.59,28.92,29.32,42763,N/L,Basic Materials
PGZ.VN,Pan Global Resources Inc,0.55,0.54,0.495,0.54,0.53,0.51,0.529,42225,N/L,Basic Materials
POE.VN,Pan Orient Energy Corp,0.97,0.97,0.93,0.97,0.95,0.95,0.96,11800,N/L,Oils-Energy
PUC.VN,Pancontinental Resources Corp,0.05,0.05,0.05,0.05,0.05,0.05,0.061,20000,N/L,Basic Materials
PML.VN,Panoro Minerals Ltd,0.185,0.17,0.17,0.175,0.145,0.145,0.154,18800,N/L,Basic Materials
POU.TO,Paramount Resources Ltd,37.21,38.04,36.34,36.82,36,36.31,33.65,86654,N/L,Oils-Energy
PXT.TO,Parex Resources Inc,27.09,27.84,27.1,26.75,27.62,27.1,25.51,306813,N/L,Oils-Energy
PLC.TO,Park Lawn Corp,33.84,34.45,33.49,33.85,32.76,33.28,33.49,36033,N/L,Consumer Discretionary
PKT.VN,Parkit Enterprise Inc,1.11,1.1,1.12,1.1,1.1,1.1,1.094,75200,N/L,Consumer Discretionary
PKI.TO,Parkland Fuel Corp,36.64,37.12,36.6,36.6,36.24,36.63,35.72,102495,N/L,Oils-Energy
PVS-PR-K.TO,Partners Value Split Corp Pref Ser 13,23.7,24.1,23.99,23.58,23.41,23.45,24,9600,N/L,N/A
PSE.CN,Pasinex Resources Ltd,0.065,0.07,0.07,0.07,0.065,0.065,0.047,30600,N/L,N/A
VEIN.VN,Pasofino Gold Ltd,0.87,0.9,0.87,0.87,0.87,0.87,0.962,51471,N/L,Basic Materials
PSI.TO,Pason Systems Inc,16.71,16.85,16.6,16.57,16.76,16.69,15.79,20444,N/L,Oils-Energy
PHC.VN,Pathway Health Corp,0.095,0.095,0.09,0.09,0.09,0.09,0.134,18000,N/L,Medical
PMET.CN,Patriot Battery Metals Inc,4.24,4.45,4.3,4.35,3.97,4.23,2.822,873786,N/L,N/A
PAT.TO,Patriot One Technologies Inc,0.495,0.48,0.5,0.49,0.5,0.5,0.4737,17952,N/L,Computers and Technology
PAY.TO,Payfare Inc,5.95,5.92,6.18,5.98,5.82,6.17,6.38,22893,N/L,Computers and Technology
PKK.CN,Peak Fintech Group Inc,2.8,2.66,2.85,2.72,2.79,2.75,2.763,113976,N/L,N/A
PEGA.VN,Pegasus Resources Inc,0.055,0.055,0.05,0.055,0.05,0.05,0.057,27000,N/L,Basic Materials
PX.VN,Pelangio Exploration Inc,0.06,0.065,0.06,0.07,0.065,0.07,0.085,33000,N/L,Basic Materials
PMC.CN,Peloton Minerals Corp,0.045,0.05,0.04,0.035,0.045,0.045,0.052,33300,N/L,N/A
PPL.TO,Pembina Pipeline Corp,51.32,51.17,50.7,51.27,50.75,50.82,49.88,245911,N/L,Oils-Energy
PPL-PR-G.TO,Pembina Pipeline Corp Pref Ser 7,20.99,20.99,20.99,20.75,20.55,20.67,20.46,1500,N/L,N/A
PPL-PR-Q.TO,Pembina Pipeline Corp Pref Series 17,22.19,22.5,21.9,22.19,21.82,21.9,21.68,11300,N/L,N/A
OIL.CN,Permex Petroleum Corp,0.2,0.2,0.205,0.2,0.195,0.21,0.188,42600,N/L,N/A
PMT.TO,Perpetual Energy Inc,1.36,1.45,1.35,1.36,1.37,1.35,1.2,593380,N/L,Oils-Energy
PRU.TO,Perseus Mining Ltd,1.7,1.68,1.69,1.69,1.68,1.69,1.63,736658,N/L,N/A
PET.TO,Pet Valu Holdings Ltd,31.35,31.41,31.98,31.42,31.15,31.69,31.47,8092,N/L,Consumer Discretionary
PFC.VN,Petrofrontier Corp,0.08,0.08,0.06,0.085,0.07,0.08,0.085,43000,N/L,Oils-Energy
PCQ.VN,Petrolympic Ltd,0.055,0.06,0.055,0.055,0.06,0.06,0.061,7500,N/L,Oils-Energy
LOU.VN,Petroshale Inc,0.78,0.77,0.73,0.78,0.68,0.73,0,228608,N/L,N/A
PSH.VN,Petroshale Inc,0.67,0.67,0.68,0.66,0.67,0.68,0.697,136650,N/L,Oils-Energy
